1:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
2:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
3:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
4:中国采招网        4001-6000
12604:软件测试工程师（应届生也可以）        北京测试空间科技发展有限公司        6001-8000
12605:软件开发部经理        安诺优达基因科技(北京)有限公司        20000-30000
12606:软件技术支持工程师（应届毕业生）        北京可维创业科技有限公司        6001-8000
12607:软件销售经理        北京可维创业科技有限公司        6000-12000
12608:软件测试工程师        北京华夏电通科技有限公司        8000-15000
12609:软件测试实习生        上海海徽<b>软件</b>科技有限公司        6001-8000
12610:软件客户代表        北京世纪兆元科技有限公司        10001-15000
12611:软件销售        挚友诚达科技(北京)有限公司        6001-8000
12612:软件工程师        北京汇金科技有限责任公司        9000-13000
12613:软件测试助理工程师        北京测试空间科技发展有限公司        6001-8000
12614:软件工程师        北京远大创新科技有限公司        8000-12000
12615:软件工程师        北京亚太宏图信息科技有限公司        6001-8000
12616:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
12617:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
12618:软件销售工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中油奥特科技有限公司        7000-11000
12619:中国采招网        4001-6000
12620:软件开发工程师        华睿泰科技(北京)有限公司        10000-20000
12621:软件)        北京诺明在线<b>软件</b>有限公司        10001-15000
12622:软件开发工程师        北京起鹏科技发展有限公司        15001-20000
12623:软件工程师        北京华开领航科技有限责任公司        15000-20000
12624:软件C++工程师        北京青果树<b>软件</b>有限公司        15001-20000
12625:软件测试培训生、测试工程师助理        北京飞马容心科技有限公司        6001-8000
12626:软件工程师        雷势万廷信息技术(北京)有限公司济南分公司        10001-15000
12627:软件工程师        北京华开领航科技有限责任公司        10000-15000
12628:软件开发工程师Java        北京万里红科技股份有限公司        6000-12000
12629:软件开发工程师        北京北变微电网技术有限公司        7000-9000
12630:软件初级工程师管住宿        运动科技(北京)有限公司        4001-6000
12631:软件测试工程师（自动化运维和测试方向）        北京万里红科技股份有限公司        6000-12000
12632:软件测试工程师        北京万里红科技股份有限公司        6000-12000
12633:软件内容编辑        戴耐德语言<b>软件</b>系统开发（北京）有限公司        6000-7000
12634:软件工程师        北京慧清科技有限公司        12000-20000
12635:软件配置管理员        北京北航天宇长鹰无人机科技有限公司        10000-20000
12636:软件工程师        北京优尔博特创新科技有限公司        15001-20000
12637:软件开发工程师        北京英迪致远科技有限责任公司        5000-7000
12638:软件开发工程师        北京天元特通科技有限公司        10001-15000
12639:软件开发工程师        北京得意音通技术有限责任公司        10001-15000
12640:软件销售        厦门安妮股份有限公司        8001-10000
12641:软件工程师        北京慧清科技有限公司        12000-20000
12642:软件工程师        北京华仪未来科技发展有限公司        10001-15000
12643:软件开发项目经理        北京店帮科技有限公司        10001-15000
12644:软件工程师        北京起鹏科技发展有限公司        10001-15000
12645:软件工程师        北京兆维科技开发有限公司        10000-20000
12646:软件测试工程师        北京万里红科技股份有限公司        5000-10000
12647:软件工程师        北京泰和利通科技有限公司        10000-20000
12648:软件工程师        北京医模科技股份有限公司        10001-15000
12649:软件项目经理        北京双旗世纪科技有限公司        15001-20000
12650:软件开发工程师        北京中瑞泰科技有限公司        8000-15000
12651:软件开发工程师        北京固鸿科技有限公司        10000-20000
12652:软件工程师/C++        北京瑞莱博石油技术有限公司        10001-15000
12653:软件销售顾问        北京智邦国际<b>软件</b>技术有限公司        6000-12000
12654:软件测试工程师        北京庚顿数据科技有限公司        8000-12000
12655:软件行业+底薪5k-8k+双休）        北京智邦国际<b>软件</b>技术有限公司        5000-10000
12656:软件开发工程师        北京万里红科技股份有限公司        6000-12000
12657:软件区域销售        北京华思维信息技术有限公司        5000-10000
12658:软件工程师        北京安怀信科技股份有限公司        10001-15000
12659:软件工程师        沈阳东软医疗系统有限公司        15001-20000
12660:软件工程师        北京星客合创信息科技研究院(有限合伙)        20001-30000
12661:软件工程师        北京华仪未来科技发展有限公司        10001-15000
12662:软件开发工程师        北京易驾佳信息科技有限公司        15000-20000
12663:软件工程师        北京辉大科技发展有限公司        8000-16000
12664:软件测试工程师（应届生也可以）        北京测试空间科技发展有限公司        6001-8000
12665:软件开发部经理        安诺优达基因科技(北京)有限公司        20000-30000
12666:软件技术支持工程师（应届毕业生）        北京可维创业科技有限公司        6001-8000
12667:软件销售经理        北京可维创业科技有限公司        6000-12000
12668:软件测试工程师        北京华夏电通科技有限公司        8000-15000
12669:软件测试实习生        上海海徽<b>软件</b>科技有限公司        6001-8000
12670:软件客户代表        北京世纪兆元科技有限公司        10001-15000
12671:软件销售        挚友诚达科技(北京)有限公司        6001-8000
12672:软件工程师        北京汇金科技有限责任公司        9000-13000
12673:软件测试助理工程师        北京测试空间科技发展有限公司        6001-8000
12674:软件工程师        北京远大创新科技有限公司        8000-12000
12675:软件工程师        北京亚太宏图信息科技有限公司        6001-8000
12676:软件工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        云智环能科技(北京)有限公司        10001-15000
12677:软件开发工程师&nbsp;<a href="http://e.zhaopin.com/products/1/detail.do" target="_blank" title="点击“顶”字，了解更多"><img src="/assets/images/top.png" border="0"   align="absmiddle">&nbsp;<img src="/assets/images/jp.gif" border="0" align="absmiddle">        北京中复电讯设备有限责任公司        7000-8000
